0-Control_ 1-High Carb	ENSMUSG00000000326	ENSMUSG00000000340	ENSMUSG00000000402	ENSMUSG00000001023	ENSMUSG00000001674	ENSMUSG00000001833	ENSMUSG00000002129	ENSMUSG00000003051	ENSMUSG00000003344	ENSMUSG00000003809	ENSMUSG00000003863	ENSMUSG00000005469	ENSMUSG00000005503	ENSMUSG00000005683	ENSMUSG00000006456	ENSMUSG00000006546	ENSMUSG00000006784	ENSMUSG00000007777	ENSMUSG00000008035	ENSMUSG00000008461	ENSMUSG00000009092	ENSMUSG00000010122	ENSMUSG00000010453	ENSMUSG00000010517	ENSMUSG00000010755	ENSMUSG00000010803	ENSMUSG00000011154	ENSMUSG00000011263	ENSMUSG00000011751	ENSMUSG00000013611	ENSMUSG00000014245	ENSMUSG00000014980	ENSMUSG00000016028	ENSMUSG00000017765	ENSMUSG00000017922	ENSMUSG00000018442	ENSMUSG00000018752	ENSMUSG00000018900	ENSMUSG00000019872	ENSMUSG00000019913	ENSMUSG00000020109	ENSMUSG00000020182	ENSMUSG00000020189	ENSMUSG00000020265	ENSMUSG00000020524	ENSMUSG00000020532	ENSMUSG00000020692	ENSMUSG00000020904	ENSMUSG00000020963	ENSMUSG00000021033	ENSMUSG00000021177	ENSMUSG00000021271	ENSMUSG00000021281	ENSMUSG00000021621	ENSMUSG00000021700	ENSMUSG00000021748	ENSMUSG00000021749	ENSMUSG00000021775	ENSMUSG00000021789	ENSMUSG00000021814	ENSMUSG00000022025	ENSMUSG00000022091	ENSMUSG00000022199	ENSMUSG00000022212	ENSMUSG00000022360	ENSMUSG00000022364	ENSMUSG00000022546	ENSMUSG00000022679	ENSMUSG00000022814	ENSMUSG00000022844	ENSMUSG00000022865	ENSMUSG00000022902	ENSMUSG00000023072	ENSMUSG00000023165	ENSMUSG00000023210	ENSMUSG00000023828	ENSMUSG00000023977	ENSMUSG00000024007	ENSMUSG00000024027	ENSMUSG00000024069	ENSMUSG00000024085	ENSMUSG00000024222	ENSMUSG00000024233	ENSMUSG00000024236	ENSMUSG00000024401	ENSMUSG00000024471	ENSMUSG00000024481	ENSMUSG00000024677	ENSMUSG00000024732	ENSMUSG00000024734	ENSMUSG00000024812	ENSMUSG00000024816	ENSMUSG00000024899	ENSMUSG00000024936	ENSMUSG00000025064	ENSMUSG00000025077	ENSMUSG00000025153	ENSMUSG00000025223	ENSMUSG00000025405	ENSMUSG00000025473
1	396.3059252	28.71990201	0	0	7.009480391	20.5285883	5.407874731	0.307991408	6.848531013	238.9772213	0.031028336	34.1979419	0	59.18789465	4.208852677	0	0.349819464	27.99849884	73.5644208	0.0588456	16.22196118	44.15636291	7.887367368	6.201309449	9.565423459	0	0	3.121276482	0.004339249	0	1.850631854	2.809767871	5.262234469	3.377556217	0	46.39091303	0.152840584	5.144185467	12.27115303	0	11.37426021	62.53802986	7.143174537	27.6223035	0.027374981	25.53900883	4.4064892	0.017260306	0.061630221	329.9043361	1.116052666	3.576469676	6.743941773	3.550345448	0.013396028	135.5404369	0	2.36865212	1.103818914	24.46299897	1.77460753	7.033604109	0.330910303	0	0.554337353	1.741447657	221.0919013	7.740987192	13.75938149	35.18433085	20.01694546	0	2.21686476	0	0	0.986558833	13.0521356	12.36065363	0	5.85677704	21.23896023	11.66799336	0	5.669070613	0.254734307	4.089356274	0.082537398	0.061989707	3.618179443	0	4.745459894	6.480397797	34.59319926	0.061917474	0.040753842	2.693662373	306.3473255	12.70141885	50.25327412	0.227587642
1	379.8209447	28.97913638	0.039891226	0	4.848709676	11.3699917	5.228864127	1.853542505	8.430363435	193.4069509	0.198404432	25.87275708	0	49.27960121	4.473912488	0	0.658628047	20.55739796	45.07748047	0.146329677	70.84753479	83.63487432	11.82060107	3.935124853	13.02291306	0.069026798	0	5.978935444	0.006165878	0	1.662146668	2.698877386	9.419961146	5.320107157	0	45.30416184	0.144786411	6.182384486	7.453251526	0	9.556846372	35.03770165	8.536365493	21.42962752	0.009724655	20.40981577	4.4767666	0.02452612	0	323.0793545	0.874957679	5.255746726	13.13306568	2.932337474	0	111.2071762	0.517342333	3.354182301	1.473990602	22.48266832	1.844182812	21.48803748	0.799354794	0.053932938	1.081885439	1.852271555	185.3886931	4.853789838	12.26030052	37.64566812	18.69875847	0	2.997334971	0	0	0.970515597	15.60585672	13.50203961	0	4.595851479	17.28075833	13.43430627	0	7.434792286	0.329060025	1.953207358	0.134036504	0.289420807	2.145796472	0	4.781247187	5.149014967	22.07763741	0	0.212334402	4.15135609	319.6990657	21.12667164	47.76055206	0.411589607
1	300.3463076	30.03822855	0.018117093	0	4.838114389	13.61547121	5.287186442	0.491055381	5.666231675	241.7555624	0.01001198	22.90266061	0	45.66266007	3.812398318	0	0.428932619	20.4851517	50.70879424	0.018987837	19.21409952	65.78284412	8.919437808	5.142270109	11.40331009	0	0	4.139883392	0.011201239	0	1.780175249	2.674316732	5.776667153	4.704543896	0	44.23440294	0.021918846	4.847665546	9.343061669	0	11.07430045	35.05429509	5.507109982	24.2894147	0.026499434	12.98741722	4.368586989	0	0.034090898	354.4539981	1.092775303	3.090557244	5.227636245	2.319835271	0	132.120824	0.117478705	4.664582317	0.77242043	31.87151712	1.743488923	14.03757646	0.405747072	0	0.844780006	1.564165762	198.8394593	5.312783343	12.45807045	35.08864108	15.01098807	0	2.375731313	0	0	0.979492548	11.59380262	11.37601848	0	4.941735518	16.78969158	21.76425477	0	4.467028598	0.05977867	2.483805095	0	0.160018825	2.26302571	0	3.638666841	4.611717349	27.23686418	0.039958091	0.008766754	3.382147445	194.0331578	13.49054812	46.14797787	0.373857008
1	522.8706222	24.98600118	0	0	6.508104072	13.7415299	5.382445315	0.646383919	5.618774217	219.851677	0.010250277	24.71639887	0	53.57746072	4.074704151	0	0.485367136	24.90862063	43.82946855	0.038879538	24.62681158	52.33742916	8.421843232	5.118733093	11.50349237	0	0	4.170055677	0.005733921	0	2.076317556	3.837304282	4.42994512	4.724898766	0	43.34716983	0.022440539	5.257879787	10.43502216	0	10.71707501	52.7393805	4.22162635	27.38479523	0	21.3999304	6.807299039	0.022807915	0	310.8079308	1.449334566	4.604798549	7.183367053	3.005464436	0	145.1612716	0.08018322	2.656698951	0.825951784	26.18527053	1.784985909	11.11869397	0.852671996	0	0.573649352	1.453366579	167.2967182	5.536652635	15.84966105	43.88527857	17.49375796	0	3.284460798	0	0	0.744941277	10.15814353	13.04579311	0	7.04613277	16.36427577	10.28312385	0	3.577487884	0.244805877	0	0	0.28084706	4.298966064	0	4.326121371	4.175838483	25.22217779	0	0.008975412	2.795925613	157.7042391	18.40094842	37.85830745	0.328075906
1	324.3517736	37.51161847	0.014360622	0	6.259755818	19.33124581	4.609222686	0.259491989	4.77368725	218.8663276	0.039680281	23.28512587	0	37.34818018	5.357543716	0	0.017894527	30.99524587	26.61717902	0.090304936	23.16497361	36.86811643	10.76745476	5.927221494	12.99191502	0	0	2.346451299	0.008878729	0	1.839745001	2.89065429	2.305268457	5.127491663	0	34.75158835	0.034748208	4.337114285	13.84138435	0	8.196276047	82.72299118	6.515289032	29.32266523	0.021004935	7.106589352	4.813055581	0.035317074	0	308.9931194	0.659489282	3.982144657	6.150674091	3.938731235	0	117.1993883	0.062080132	7.244923159	1.428615233	29.5326076	0.840031264	17.05691042	0.897144507	0	0.997597027	1.531573659	167.1581031	4.776894335	9.00561053	48.34560677	20.70225704	0	2.130557171	0	0	0.543480437	11.39344132	14.10809965	0	4.61466128	19.17949742	13.70865449	0	4.189066347	0.165843721	2.513739491	0	0.117779887	2.322609204	0	4.406668458	2.991651766	25.06129675	0.06334604	0.01389804	2.356176609	55.88732973	16.53072192	54.15815781	0.306923564
1	368.9170294	28.20820785	0.033157155	0	7.14714362	17.60928965	5.257322956	1.155483315	6.029474067	231.6310164	0.054970537	27.80030033	0	47.11111099	4.038140673	0	0.216911966	26.03267829	73.02917418	0.017375377	11.81109469	45.89403098	8.104311124	6.290835406	10.10101534	0.076499101	0.015630569	4.419708609	0.020500045	0	1.62900155	3.114633362	5.918981191	4.866556572	0	43.55616115	0.040114965	4.977688058	13.738864	0	13.0834892	57.89048599	5.722650431	30.51063374	0.008083028	14.9004133	4.626157621	0.020385845	0	324.6496864	1.295423555	3.586277843	8.322488437	3.865653185	0.142396326	132.7949178	0.215004667	3.605120607	1.099507047	26.76101089	2.502636318	9.968720154	0.937997692	0.011207118	0.678382664	1.792176679	205.7137362	5.29698694	15.82635529	35.55532651	16.14419198	0	1.745533463	0	0	1.075576045	12.38527243	16.72470926	0	5.802303512	21.88522078	27.4222904	0	3.991304543	0.082053337	2.191704431	0.069631055	0.135970637	3.674857469	0	4.628337229	4.68787984	29.12925813	0	0.024066825	2.470179582	181.0767308	15.11862228	49.48005417	0.109963548
1	353.9326485	31.35696494	0.070209587	0	7.550148716	22.66468586	4.653559938	0.670580313	5.056723708	246.7218937	0.031039726	25.83173913	0	44.09170022	3.268740627	0.16454754	0.157476545	28.86010734	34.28883459	0	20.12147911	40.52436261	8.574248346	6.849438648	9.557150405	0.016198526	0	2.328878484	0.030385894	0	1.833845998	3.093449512	4.040900402	3.071632797	0	40.16807313	0.033977042	7.328505146	17.67772145	0	9.894291796	56.29548045	6.508727165	33.89810704	0.006846258	15.69383618	3.620184302	0	0.052845295	312.009955	1.049089627	3.098706257	6.033698911	3.429560811	0	147.5562887	0.06070239	5.366030067	2.00888965	31.91217779	1.987230187	11.54455713	0.645511964	0	0.748296078	2.241281419	163.8825521	3.982540532	14.71257619	37.21331799	16.04459755	0	1.814464263	0	0	0.824241703	10.84271038	11.70324295	0.025654963	6.173735008	24.63037885	42.17175799	0	3.486245643	0.069498496	5.448747076	0.047181541	0.16831954	2.859106869	0	4.82990576	3.557518537	24.79758583	0	0.033974002	3.15868477	60.29470165	13.21895707	49.71164467	0.186276426
1	407.4551557	24.15740251	0	0.334875538	6.519839868	15.02383254	5.241301314	0.459288328	5.787245426	225.455304	0	25.17773346	0	51.76807162	4.114348834	0	0.2882193	24.43277457	51.27498756	0.018647462	12.92788353	42.95633627	8.831770796	4.974715531	10.72107536	0.010262469	0	3.69407835	0	0	1.504834756	3.024312969	4.523688688	4.067793989	0	41.63552767	0.064577788	4.352251896	10.5003945	0	11.12652156	46.06015558	4.937510072	26.41501643	0.008674802	19.52638038	5.693384996	0	0	314.3216221	1.219529844	2.957662709	5.72772935	3.234552483	0	155.8001114	0.115372787	3.384136473	0.842860062	28.28213102	2.350126773	8.783377027	0.50333516	0	0.685719979	1.755573255	182.5941582	5.404443823	14.95511478	38.29144964	13.77700781	0	2.213932321	0	0	0.75580545	11.57469042	14.72837419	0	4.720187173	18.92486683	14.95190057	0	3.19438314	0.205474781	1.088964517	0	0.168375358	3.853974822	0	3.468647295	5.597219591	25.46478964	0.039241805	0.008609601	2.702602598	222.8627505	12.13766968	55.42735229	0.288479137
1	461.7492002	26.31066427	0.018527433	0	6.212351804	12.85582982	6.333550387	0.621743522	6.191909876	231.3948697	0.02047749	25.25664892	0	49.72616372	3.670248642	0	0.242410548	23.47650135	36.32241926	0.019417899	18.48682836	72.48889641	9.959470893	4.552341326	11.69268507	0	0	5.166872712	0.01718241	0	2.235291376	3.480766842	5.2183715	4.20971136	0	37.64530205	0.044830586	6.16819524	11.4962677	0	9.627988973	55.36121962	5.708894942	24.5157253	0.018066419	19.88023012	5.956710118	0.068346767	0.023242023	346.8057788	1.396907425	4.572719777	8.077027206	2.635975558	0	132.5155897	0.040046507	3.029741955	1.123435008	26.05443286	2.097620931	11.62195251	0.829873948	0	0.705235684	1.774338542	165.0747918	6.341336466	16.00438411	33.86060611	17.4740774	0	3.192096419	0	0	0.944438696	13.76913888	11.91316552	0.067700243	6.622836312	15.57909357	9.661235317	0	4.859656506	0.275096778	0.158753852	0	0.198709533	2.916262542	0	4.495850604	4.315740187	29.50762123	0	0.044826575	3.179472824	176.893031	18.72951563	35.85358043	0.341361269
1	369.8973443	27.45616387	0.051726857	0	6.085992348	16.88317245	5.344603934	0.36719896	6.344044344	245.1910324	0.014292808	26.90031188	0	58.17588676	4.495518056	0	0.306165786	23.48144166	50.09912411	0.054212954	20.23186064	61.28359765	12.17070942	5.133971626	12.08989263	0.007458907	0	5.147398087	0.019988199	0.025940175	2.090964222	3.890082149	5.215040897	4.279668513	0	41.21810047	0.062581397	6.166679289	13.33787962	0	9.692905392	56.9389149	8.780952255	28.3195693	0.012609937	23.23805546	4.530263111	0.031802961	0	341.9660361	1.16114666	4.214857082	9.674691321	4.44630215	0.004113807	139.6810458	0.726739603	4.544331428	1.078180549	25.83928363	2.025324849	12.55176866	1.295651796	0	1.002934885	2.711447745	174.7767993	5.207181464	14.20172447	39.02882934	18.23986055	0	2.426053693	0	0	1.06869667	13.8214325	11.89963005	0	5.315166892	20.10710474	16.66795407	0	5.236037554	0.213345671	2.247788359	0	0.163170114	3.034550213	0	3.876798946	4.316574084	31.50428868	0.057042994	0.075090957	3.658676993	201.7324989	18.10074874	49.60526682	0.304975573
0	334.699829	30.18661228	0.171431881	0	6.923976173	17.61839583	6.86933756	0.704027478	7.938007861	196.2758897	0.034450091	34.34874227	0	54.44960462	5.093447857	0	0.155358796	29.10190713	38.36880117	0	3.343528272	51.35370166	10.69116228	6.517341463	10.26714542	0	0	7.658532178	0.004817774	0.015630962	2.403630676	3.241621024	4.294194439	4.046950673	0	30.5375688	0.113130398	8.863112741	18.22316684	0.074484562	15.45630246	86.03628446	5.173358832	27.84835947	0.015196925	8.846391612	5.672382274	0	0.068426702	393.9494331	1.805282988	4.378146408	9.730697823	3.572321327	0	89.64555595	0.03368591	1.689980851	0.590624714	27.3739316	2.676090489	9.689265312	1.928863425	0	0.563561776	1.345529306	265.8815003	16.04334808	13.60755094	28.48251747	18.8289902	0	2.670177743	0	0	0.782396391	10.83832259	14.28212108	0.056947396	7.88082716	17.96315241	7.591510096	0	5.814583405	0.128557271	2.327392913	0.078548133	0.255638802	3.308271176	0	3.965354753	3.695764644	42.81347558	0	0.082954869	3.397307797	78.36120934	14.41426691	55.15207611	0.401999882
0	277.8521234	43.84202975	0	0	7.285506228	21.32831749	4.450328079	0.516116896	6.125568291	230.4343789	0.007892214	28.76456985	0	51.09735857	5.471052425	0	0.03559134	32.07948783	27.7306173	0.074838379	6.24340295	47.87321142	10.02888843	6.62912597	8.809187934	0.01647466	0	3.631820495	0.022074199	0	2.682201986	3.976647748	3.522672965	3.688329033	0	34.50657354	0.017278122	7.667829813	16.40368723	0	13.37115617	90.22660316	4.346527651	30.02697871	0.01392593	8.69512925	3.400340291	0	0	437.7939978	1.566199379	3.783908793	6.076976421	3.171957195	0	107.5023829	0.030868588	2.169751254	0.960679343	30.93235519	3.179873835	9.090936841	0.808019601	0	0.563994032	1.523112612	270.227907	5.563091139	9.842578602	28.96245257	19.86054474	0	2.023099932	0	0	0.496357371	10.31055233	14.73032223	0	7.310651318	23.69692873	12.70203985	0	5.899691027	0.023561076	1.171259588	0.023992919	0.288318084	2.907845706	0	4.887006446	3.395243108	57.68587528	0.06299609	0.041463783	3.361565393	57.51203336	9.776142307	66.17463732	0.231552269
0	300.2212307	31.57098473	0.02988969	0	6.478623332	16.71953484	4.911726535	0.752278548	6.330055471	212.5905903	0	28.56781718	0	46.64110626	4.308341451	0	0.083801324	26.68385292	22.72361441	0.031326248	8.19711316	30.2912342	10.47753169	5.589505765	10.44762469	0	0	3.947448886	0.027719808	0	2.379296292	2.841127492	3.591263798	2.973868123	0	32.16959777	0	6.295225485	13.10622501	0	15.67730775	79.25975504	3.73484043	27.61152708	0.021859463	6.044849619	3.445008855	0	0.009373895	426.510541	1.577508874	3.38474858	5.257880018	2.445205529	0	94.99953794	0.064605692	1.819918656	0.353984412	31.14293967	2.989219266	7.821456862	0.898410585	0.010102715	0.561755759	1.311970516	281.8131875	5.546845203	11.00743587	33.57141172	16.37154322	0	2.717898579	0	0	0.507877138	9.341841171	15.02021522	0	7.259436009	20.51468227	6.89226184	0	4.834788667	0.172590618	0.713455662	0	0.160285727	2.417098195	0	4.304271566	3.256914375	47.23679396	0	0.04339033	4.626800918	40.49094873	9.402788445	63.43230689	0.209268561
0	336.6537605	28.63834777	0.028897584	0	5.277328558	13.21855139	4.963101377	0.428925672	7.527276387	191.2369855	0.063878249	28.62486576	0	51.5861528	3.563925568	0	0.090021968	26.80555475	23.05141153	0.106002612	10.52771875	39.55348877	10.52355453	6.155987459	12.23499685	0	0	7.313333951	0.022333105	0	2.120609483	3.069979929	4.419630548	4.312738231	0	33.9186868	0.034961552	6.366981544	13.22905181	0	13.83341482	75.17690817	4.04789216	26.99214576	0.014089266	8.254994578	4.294800153	0	0	424.0628344	1.465726499	3.387774361	8.157485637	2.683817743	0	98.4499639	0.062461285	1.843297767	0.602333391	30.12241309	2.181132396	13.32708196	1.345463465	0	0.439987714	0.817661297	263.5909101	5.261549421	10.89999629	28.5890451	16.08024073	0	2.931943794	0	0	0.624933992	9.430224875	12.58725574	0.026398334	6.478596156	19.47608727	6.997679633	0	5.568656237	0.095349686	0	0.012137165	0.291699741	2.545518373	0	4.348623806	3.096763689	35.93107354	0.031867483	0.027966739	4.766416139	56.25083742	12.56353644	57.25296418	0.393996391
0	351.4231035	34.73079032	0	0	7.198479928	17.31724457	5.224239259	0.310342104	6.81822764	199.600479	0.283470735	24.19576639	0	46.74701689	4.262780577	0	0.089884798	37.12461616	38.24257848	0.033600347	17.29235803	30.18294277	8.189246822	7.964590667	11.00426994	0.563995579	0	7.345515122	0.198214003	0	2.093453059	2.38412385	3.522471813	4.004158217	0	32.63978739	0	7.16273359	14.38920708	0	10.29254136	87.67692429	4.454441925	27.02847654	0.273540507	5.718204684	4.83765843	0.137976867	0	363.0520479	2.34027053	2.804298459	5.82904239	2.850774804	0.305960803	100.7284088	0	3.104663381	0.516366925	31.07935737	1.60310935	6.604301486	3.306572907	0.281738906	0.518638467	1.732847498	240.7611801	5.654843702	14.26982803	28.43280659	23.7207665	0	3.467555771	0	0	0.482843027	9.447593277	17.74281065	0	6.348933298	20.61511754	5.033258766	0	3.903028502	0	1.746335806	0.02693038	0.333729994	3.425889547	0	4.56953004	3.762806135	35.97529492	0.176771807	0.062053611	3.717362533	64.38144646	10.33089873	34.54768498	0.295342376
1	463.9803985	30.86176884	0	0	6.954268298	16.9885458	6.402056332	0.950736373	6.566955143	166.964218	0.236668509	28.34192194	0	58.5233654	4.845986064	0	0.160094794	31.41710775	58.25603066	0.125676482	34.2551732	21.43129931	9.119120343	5.598301406	14.00261352	0.167972041	0.016150893	4.777288795	0.227711524	0	2.812484079	3.42903893	6.363340676	5.874710233	0	46.00269625	0	5.113134244	12.35377754	0	12.82496627	80.88917744	4.812125988	25.4499996	0.885322866	18.51272275	6.650653221	0.042128932	0.010744783	335.1508721	1.514671257	6.267292162	10.45760549	4.062036877	0.141687032	131.0082116	0.037026987	2.523155302	0.990037278	31.13567478	3.167784041	7.693633525	2.423056348	1.076957682	0.578703853	1.168272468	184.1707082	4.093741542	13.26869087	31.17940573	19.03238782	0	3.279345878	0	0	0.56892108	13.6636553	12.27467852	0.062595622	6.507522782	22.16320182	10.86580826	0	4.850586785	0.113046395	0.733918795	0.043169395	0.226956596	4.378517817	0	4.459546101	6.242606935	29.70390448	0.11334607	0.016578654	3.158233672	188.607198	15.01640341	67.28997561	0.58074543
1	282.4053292	28.65769435	0.018127589	0	5.535578037	13.62335909	4.533076295	0.865694048	7.645745004	158.2251595	0.020035561	25.45976797	0	57.0767269	3.535148576	0	0.722831348	30.6631014	52.72600236	0.3039814	54.33695973	39.74528824	10.85879516	6.0996984	14.52862687	0	0	4.765851056	0.044830914	0	3.179115508	2.635322624	6.139323903	4.822392825	0	39.24501461	0.021931544	6.963551716	10.27332347	0.026657784	11.55970964	69.49337925	5.544568464	23.89345819	0.04419131	17.17372687	6.020596286	0	0	334.8759064	1.950739956	4.250333225	9.919357068	2.693714163	0	121.2386828	0.235093529	4.71984417	0.669818862	32.02223628	2.599645542	11.79166698	1.260681364	0	0.483011094	1.394097689	185.6144062	3.459276846	12.85922467	26.21650431	24.3118853	0	3.765199708	0	0	0.252015428	11.35056334	7.827680046	0	6.412173298	17.03780746	8.042447256	0	6.248784219	0	1.886122711	0	0.10292884	3.154365072	0	5.551914707	4.984410829	27.9403647	0	0.096490159	4.340484849	167.262143	13.11391656	48.1693009	0.440872452
1	471.4239506	29.41894972	0.142867669	0	7.869996509	19.48770904	5.95000606	1.065411677	8.766327423	171.6753816	0.035089963	31.86057704	0	60.30277475	4.710850055	0	0.138463863	28.9206303	40.16410715	0.199645569	19.88759774	34.87648351	10.24537561	6.350185781	13.81501486	0	0	3.432343634	0.019629037	0.063685159	2.507507943	3.585859004	4.688599406	5.511092983	0	41.99045777	0.057615835	8.775407303	20.11574186	0.128392052	16.31663568	89.03816444	5.293454879	28.15344125	0.023218787	14.37561426	5.488853507	0	0.029870423	322.1476109	2.056425274	4.056154813	5.319946089	3.764144757	0.025249293	135.6218568	0.171557943	2.126398712	0.436156315	32.4280965	2.426257912	6.02465104	1.852421945	0.021461899	0.574029316	1.301419132	190.2488721	19.55124083	11.49480567	36.46623494	16.01969417	0	3.069241441	0	0	0.5639802	11.94884475	12.5718235	0.145012829	5.793032074	19.61686921	10.25809777	0	4.782580687	0.026189016	2.079151797	0	0.210312586	3.81672217	0	4.945913486	5.956343997	32.44968231	0.035011254	0.07681424	3.092280429	138.7602304	12.60594311	70.0404588	0.245679952
1	345.1592514	41.26222219	0.016512135	0	8.977219261	20.95832555	5.57202666	0.66067456	9.679319667	208.553431	0	37.52213807	0	66.24696579	4.18741718	0	0.010287745	23.4256104	55.66748641	0.138445932	10.761166	25.41110882	9.852804751	8.08435311	11.70957386	0	0	3.996281761	0	0	2.012687981	2.843638213	7.216541174	4.963568457	0	40.88805235	0	6.911671244	16.71199833	0	17.00145354	89.76225681	5.181559671	33.63091198	0	22.94628893	3.230340367	0.020304144	0.01035695	355.0720316	1.595813087	3.727726399	12.37629735	3.445567561	0	117.9811058	0	1.560745553	0.219020106	32.30074328	1.215145643	5.822425851	0.622825639	0.011162203	0.683520452	2.216267883	234.8338654	4.321785393	11.53384951	34.74606187	26.25667899	0	2.592001886	0	0	0.369841638	14.97439923	14.41589987	0.030168117	7.177538336	29.76161757	5.589781407	0	10.27142921	0.108965987	0.040424457	0	0.187512514	3.147473064	0	7.819134313	6.47328483	47.83011767	0	0.063920992	3.4175871	249.3757525	8.676849929	75.83030851	0.133861254
1	381.9538631	24.1649811	0.043963491	0	6.545796502	16.4885713	4.896841893	0.794406646	7.673726171	179.5136532	0.137673804	26.59574563	0	58.76606707	4.608697293	0	0.191737549	31.14087197	65.94494688	0.44540583	71.9551601	34.81017556	8.812333944	6.25249795	16.84894205	0	0	6.211216365	0	0	2.971020648	3.523382304	4.504068292	4.001870862	0	51.29853488	0.035459293	4.39998642	12.38683881	0	10.71315337	78.52498239	5.080651842	26.32175012	0.028579704	16.20769814	4.133702395	0	0	380.6452891	1.506682892	3.787052505	8.385703401	3.556009453	0	136.381993	0.380103214	1.597607311	0.777520169	33.54490986	1.548529353	7.479124239	1.295523977	0	0.934339583	1.637340233	208.4600448	3.797094521	12.93182812	29.74123695	21.11899594	0	3.071873081	0	0	0.362189181	11.81830004	11.93746746	0	6.589083086	15.92172221	7.949802562	0	6.670277809	0.120883954	2.529303833	0.049239839	0.369815773	2.751054103	0	5.101029012	4.249387679	30.61049085	0	0.092185913	2.905662508	158.1351783	15.09059446	60.90999333	0.313204427
1	201.3512155	25.27566428	0.034385479	0	7.823686417	15.4352114	5.508777455	0.998574019	9.356213964	177.4182839	0.019002317	31.60776855	0	83.90407166	4.413025377	0	0.149965059	26.31954031	104.0373325	0.126133402	20.14762605	51.59410535	9.790341669	8.542436687	10.47521295	0	0	5.026997746	0.04251896	0	3.186240141	3.441505837	7.762218587	5.653432254	0	38.95556075	0.062401568	5.830124298	12.73058814	0	15.40048342	59.73558634	5.492638025	32.33029989	0	21.67344277	6.388023678	0	0.010783848	322.4645069	2.144747432	5.753424579	15.00229008	4.131162567	0.021877256	111.8244505	0.222969632	4.586107096	1.742936581	33.94571643	1.946510882	14.54980145	1.682040525	0	0.523545094	1.634043745	238.213794	5.312617801	14.55788822	35.81825849	26.00117937	0	2.830490951	0	0	0.889681312	15.17219716	11.11979408	0.0314116	6.723905493	21.20640216	11.19451459	0	9.789359442	0.028364349	2.588577498	0	0.20608824	3.761339913	0	5.660519504	8.298688113	43.11278848	0.151677547	0.116472505	4.385770588	366.5986355	14.90894458	42.37466403	0.329440821
1	274.0435839	31.03581798	0.014264948	0.089495172	7.943390164	21.02981093	4.014040386	0.754877896	6.602945543	186.4541267	0.031532736	29.74096702	0	70.78884594	3.584552082	0	0.302180244	26.46448501	58.18292728	0.284060452	32.27841678	33.54909455	9.628628802	8.063258652	11.44482709	0.008227905	0	4.416287902	0.008819577	0	2.554934859	3.509483976	4.422738036	3.704240687	0	48.69006469	0.069033413	5.2530042	17.74213271	0	11.19479662	75.95975938	6.261546259	33.43920763	0.062594983	25.06619324	4.218520342	0	0.035789765	378.5888749	1.671960382	4.02809963	8.480179616	3.450207634	0	144.5231927	0	3.383255309	0.905519305	36.32181949	4.87202226	8.974639776	0.68939372	0	0.644796734	1.417875355	184.5036364	4.445380797	10.72809252	34.15621867	21.77518685	0	3.249640991	0	0	0.330526301	12.1749242	11.29736131	0	5.809848513	23.16772833	15.11702904	0	7.463741188	0.11767059	3.212913154	0.035948201	0.467980823	2.327734785	0	4.469729271	5.59231568	43.63405455	0.094386018	0.110443577	3.829123103	232.557047	11.4624793	69.70895518	0.147182848
1	479.7820295	25.97614115	0	0	6.540373697	15.87867766	6.321822664	0.566659395	8.01896076	168.9732291	0	27.62599232	0	60.73446574	4.900214575	0	0.503308441	27.41627746	51.97163438	0.25767628	24.66715849	29.49000208	11.96571248	6.026095449	12.36523962	0	0	4.185504366	0.005428839	0	2.227956688	2.926146622	6.716806109	4.770911286	0	49.48592784	0.10623279	5.117700489	9.952457692	0	12.63716898	79.15911627	7.170713345	28.90691166	0	21.5941011	5.965718916	0.043188774	0.011015091	359.5535879	1.817590531	4.971694586	10.4642713	3.414665328	0	151.1239775	0.037958479	2.240388719	0.549067936	33.40840319	2.153938396	10.39674143	0.662403589	0.023743029	0.835580807	1.452484714	178.0523519	2.444248334	11.95329283	32.17390495	15.3455989	0	3.361844762	0	0	0.36621638	13.59760269	12.05364355	0	6.736851975	19.7456685	6.080381619	0	6.852357574	0.028972579	1.913200134	0.044255412	0.132952097	3.233363045	0	4.42692932	6.768660915	22.53464891	0	0.042489314	4.449272518	216.3495875	14.17339836	79.68286008	0.336505175
1	380.0703354	21.06302735	0.041454994	0	5.179438551	12.22873759	5.316125467	0.85609014	8.223706278	174.184994	0.015272744	26.64256213	0	38.0121769	3.568186184	0	0.034437574	25.55213925	19.47698566	0.318614297	15.94155502	30.00939986	10.09642014	4.65805182	12.08382613	0	0	4.685450181	0.029902066	0	2.251510833	3.322342856	3.012851394	4.943616168	0	39.68242653	0.033436034	6.638286595	12.93762222	0	11.7206095	59.99100442	2.842062857	27.83177934	0	8.892445471	3.876882782	0.050975126	0.017334617	427.3048284	1.515427835	4.303217526	11.65427181	2.938065617	0	89.47415048	0.238943358	1.674723659	0.549866937	33.52117427	2.920344709	9.206555632	1.042434666	0	0.440513712	1.142898713	206.9909851	2.745808429	10.81047236	43.56467369	13.25426181	0	2.830463808	0	0	0.458921738	9.189739512	9.823233872	0	6.970396529	18.94160152	7.670527712	0	3.761522067	0.182378365	0	0	0.287689531	2.97321782	0	3.214786144	4.040106973	29.6965099	0	0.0802393	3.060321872	31.19122091	15.84135897	87.31116083	0.407356419
